emri_mbiemri,nr_vezhguesi,komuna,emri_qv,nr_qv,nr_vv,pyetja_1,pyetja_4,pyetja_5,pyetja_3,pyetja_2,pyetja_6,pyetja_femra,pyetja_8,pyetja_9,pyetja_10,pyetja_11,pyetja_12,pyetja_13,pyetja_14,pyetja_15,pyetja_17,pyetja_18,pyetja_19,pyetja_20,10_21,12_21,16_21,19_21,pyetja_22,pyetja_23,pyetja_24,pyetja_25,pyetja_26,pyetja_27,pyetja_28,pyetja_29,pyetja_30,pyetja_31,pyetja_32,pyetja_33,pyetja_34,pyetja_35,pyetja_36,pyetja_36a,pyetja_37,pyetja_38,pyetja_39,pyetja_40,pyetjaj_41,pyetja_42,pyetja_43,pyetja_44,pyetja_45,pyetja_46,pyetja_47,pyetja_48,pyetja_49,pyetja_50,pyetja_51,pyetja_52,pyetja_53,pyetja_54,pyetja_55,pyetjaj_56,pyetja_57,pyetja_58,pyetja_59,pytja_kusht1,pytja_kusht2,pytja_kusht3,pytja_60,pytja_61,pytja_62
,,Pejë,Shkolla Fillore 'Xhemajl Kada',1705c,05R,1,1,06:22,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,56,108,220,312,0,0,18,1,2,0,2,2,2,2,2,2,2,0,0,0,0,19:07,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,07R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,65,130,242,354,5,0,10,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Pejë,Shkolla Fillore 'Xhemajl Kada',1705c,04R,1,1,05;40,,2,17,6,0,0,1,1,1,1,1,7,1,1,1,1,80,140,0,0,13,0,0,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:07,1,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Emin Duraku',2709b,04D,1,1,05:05,,1,18,2,0,0,2,1,1,1,1,7,1,1,1,1,44,117,185,297,0,37,36,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,2,0,37,1,,,0
,,Pejë,Shkolla Fillore 'Xhemajl Kada',1705c,03R,1,1,,,2,10,4,0,0,2,1,1,1,1,7,1,1,1,1,63,125,228,295,0,0,27,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:11,0,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Ismail Qemali',0619c,03R,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,44,79,200,297,0,0,39,1,2,2,2,1,2,2,1,2,2,0,0,0,2,19:00,1,2,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Vushtrri,Shkolla 'Naim Frashëri',2702x,02R,1,1,06:10,,1,8,4,0,0,2,1,1,1,1,7,1,1,1,1,72,175,267,404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19:15,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,1,,,0
,,Pejë,Shkolla Fillore 'Xhemajl Kada',1705c,02R,1,1,06:00,,0,7,5,0,0,2,1,1,1,1,7,1,1,1,1,71,122,225,306,0,0,29,1,1,2,2,2,2,2,2,2,2,0,0,0,2,19:01,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Istog,Shkolla Fillore 'Ismail Qemali',0619c,02R,1,1,06:30,,1,7,0,0,0,1,1,1,1,1,7,1,1,1,1,47,116,223,0,0,0,5,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,1,,,0
,,Pejë,Shkolla Fillore 'Xhemajl Kada',1705c,01R,1,1,06:00,,1,7,3,0,0,2,1,1,1,1,7,1,1,1,1,65,110,177,253,0,0,12,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Ismail Qemali',0619c,04D,1,1,06:00,,1,7,0,0,0,3,1,1,1,1,7,1,1,1,1,70,140,255,361,13,13,38,1,2,2,2,2,2,2,1,2,2,0,0,0,2,07:15,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,13,13,1,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,02R,1,1,06:00,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,51,84,108,74,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,4,0,0,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,02R,1,1,06:20,,1,5,2,0,0,2,1,1,1,1,7,1,1,1,1,58,102,225,323,0,0,13,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:05,2,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,4,2,0,0,1,,,0
,,Pejë,Shkolla e Mesme Teknike ' Shaban Spahia' (ish Birov Shkolla),1704y,07R,1,1,06:30,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,38,120,242,355,0,0,10,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Abdyl Frashëri',2706b,02R,1,1,06:00,,1,5,1,0,0,2,1,1,1,1,7,1,1,1,1,51,105,279,383,0,0,19,1,2,2,2,2,2,2,2,2,0,0,0,1,2,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,2,0,383,0,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,01R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,19,80,185,279,0,0,34,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,09D,1,1,06:00,,2,18,7,0,0,2,1,1,1,1,7,1,1,1,1,42,83,174,267,6,46,9,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:07,1,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,46,46,2,,,0
,,Pejë,Shkolla e Mesme Teknike ' Shaban Spahia' (ish Birov Shkolla),1704y,06R,1,1,,,0,5,2,0,0,2,1,1,1,1,7,1,1,1,1,50,125,240,338,0,0,1,1,2,0,2,2,2,2,2,2,2,0,0,1,2,19:05,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,05R,1,1,06:05,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,41,74,237,315,17,0,39,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:02,2,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Rilindja',2714b,03D,1,1,06:00,,2,8,0,0,0,2,1,1,1,1,7,1,1,1,1,62,173,225,333,3,21,20,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,21,21,2,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,07D,1,1,06:15,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,39,88,202,276,0,80,41,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:08,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,0,80,80,1,,,0
,,Pejë,Shkolla e Mesme Teknike ' Shaban Spahia' (ish Birov Shkolla),1704y,05R,1,1,06:40,,2,14,5,0,0,2,1,1,1,1,7,1,1,1,1,60,180,257,348,0,0,20,1,2,1,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Migjeni',2710b,01R,1,1,06:00,,0,10,1,0,0,2,1,1,1,1,6,1,1,1,1,42,100,285,372,0,0,22,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Vushtrri,Shkolla 'Migjeni',2710b,03D,1,1,06:00,,1,0,5,0,0,2,1,1,1,1,7,1,1,1,1,37,160,227,358,0,44,0,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,14,14,1,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,09R,1,1,06:00,,2,8,2,0,0,2,1,1,1,1,7,1,1,1,1,54,110,237,382,0,0,24,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:00,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,04R,1,1,06:30,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,51,118,250,0,0,0,43,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla Fillore 'Nedakofc',2708b,02R,1,1,06:00,,1,12,3,0,0,2,1,1,1,1,7,1,1,1,1,55,110,227,328,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,19:10,2,0,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Naim Frashëri',2702x,06D,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,41,75,120,0,0,40,12,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,40,40,1,,,0
,,Vushtrri,Shkolla Fillore 'Bahri Kuqi',2727b,02D,1,1,06:05,,1,8,0,0,0,2,1,1,1,1,7,1,1,1,1,39,79,187,345,2,11,38,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,11,11,0,,,0
,,Pejë,Shkolla e Mesme Teknike ' Shaban Spahia' (ish Birov Shkolla),1704y,04R,2,1,06:35,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,46,124,272,475,14,0,20,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:06,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Liria',2717b,01R,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,53,157,307,416,0,0,55,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:01,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0
,,Vushtrri,Shkolla Fillore 'Zhilivoda',2725b,01D,1,1,05:58,,0,8,0,0,0,2,1,1,1,1,7,1,1,1,1,51,79,134,220,14,19,25,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,19,19,1,,,0
,,Pejë,Shkolla e Mesme Teknike ' Shaban Spahia' (ish Birov Shkolla),1704y,03R,1,1,06:30,,1,4,2,0,0,2,1,1,1,1,7,1,1,1,1,50,160,250,349,12,0,5,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:07,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,0
,,Vushtrri,Shkolla 'Abdyl Frashëri',2706b,03R,1,1,06:00,,2,8,0,0,0,2,1,1,1,1,7,1,1,1,1,80,130,237,375,0,0,0,1,2,2,2,2,2,2,1,0,2,5,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Pejë,Shkolla e Mesme Teknike ' Shaban Spahia' (ish Birov Shkolla),1704y,02R,1,1,06:00,,0,7,3,0,0,2,1,1,1,1,7,1,1,1,1,33,99,213,286,10,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,06R,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,47,127,272,370,0,0,9,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Emin Duraku',2709b,03R,1,1,06:30,,1,12,0,0,0,2,1,1,1,1,6,1,1,1,1,32,45,50,177,25,0,44,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,0
,,Pejë,Shkolla e Mesme Teknike ' Shaban Spahia' (ish Birov Shkolla),1704y,01R,1,1,05:20,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,36,95,181,280,0,0,10,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,03R,1,1,06:10,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,50,110,240,334,0,0,36,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:10,2,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Emin Duraku',2709b,01R,1,1,06:00,,1,11,4,0,0,3,1,1,1,1,7,1,1,1,1,70,121,230,362,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,11D,1,1,,,0,7,4,0,0,2,1,1,1,1,7,1,1,1,1,24,50,91,119,0,35,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,3,2,0,35,0,,,0
,,Vushtrri,Shkolla 'Naim Frashëri',2702x,05R,1,1,06:15,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,52,105,170,246,0,0,7,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,0,0,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,10R,1,1,06:30,,2,7,3,0,0,2,1,1,1,1,7,1,1,1,1,52,118,245,345,2,0,21,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Istog,Shkolla Fillore 'Trepça',0602c,01R,1,1,06:10,,1,14,4,0,0,2,1,1,1,1,7,1,1,1,1,37,47,89,0,0,0,25,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:10,2,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,0
,,Vushtrri,Shkolla SH.M.U 2',2704b,11R,1,1,06:20,,1,8,1,0,0,2,1,1,1,1,7,1,1,1,1,51,125,193,295,0,0,12,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:19,2,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Istog,Shkolla 'Ndre Mjeda' ,0608c,01R,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,6,1,1,1,1,74,137,245,332,23,0,33,1,1,1,1,1,2,1,1,2,1,0,0,0,2,19:12,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,08R,1,1,06:00,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,0,41,110,245,345,10,0,0,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Gj. K. Skenderbeu',2711b,04D,1,1,06:00,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,52,85,142,229,0,25,3,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:04,2,0,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,25,25,0,,,0
,,Istog,Shkolla Fillore 'Tre Dëshmorët',0613c,01R,1,1,06:10,,1,6,0,0,0,3,1,1,1,1,7,1,1,1,1,31,63,138,0,2,0,15,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,2,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,1,,,0
,,Vushtrri,Shkolla 'Azem Bejta',2703b,01R,1,1,06:00,,2,23,4,0,0,2,1,1,1,1,7,1,1,1,1,61,106,235,306,0,18,69,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Tre Dëshmorët',0613c,02D,1,1,06:10,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,30,56,145,169,2,8,22,1,2,2,2,2,2,2,2,2,0,0,0,0,2,19:03,2,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,09R,1,1,06:40,,2,7,4,0,0,2,2,1,1,0,7,1,1,1,1,35,97,74,79,2,0,13,1,2,2,2,2,2,2,1,2,2,0,0,0,0,,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Mustafë Shyti',2723b,01R,1,1,06:00,,1,8,1,0,0,2,1,1,1,1,7,1,1,1,1,58,141,306,418,3,3,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,2,2,0,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Tre Deshmoret',0623c,01R,1,1,06:00,,2,6,0,0,0,2,1,1,1,1,7,1,1,1,1,26,65,137,196,1,0,22,1,2,2,2,2,2,2,1,2,2,1,0,0,1,,0,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,2,0,0,0,,08/06/2014,1
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,07R,1,1,06:30,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,33,84,198,291,0,0,8,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:20,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,02R,1,1,06:10,,1,8,4,0,0,2,1,1,1,1,7,1,1,1,1,60,153,273,396,3,0,10,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:05,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,,,0
,,Istog,Shkolla Fillore 'Tre Deshmoret',0623c,02D,1,1,06:15,,1,7,0,0,0,2,1,1,1,1,7,1,1,1,1,34,93,135,189,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,3,3,1,,,0
,,Vushtrri,Shkolla 'Bajram Curri',2707b,02R,1,1,06:35,,1,7,0,0,0,3,1,1,1,1,6,1,1,1,1,41,133,219,275,0,0,36,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,06R,1,1,06:00,,1,7,2,0,0,2,1,1,1,1,7,1,1,1,1,62,130,270,368,0,0,10,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,4,0,0,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Gj. K. Skenderbeu',2711b,01R,1,1,06:00,,1,6,1,0,0,2,1,1,1,1,7,1,1,1,1,45,95,208,300,0,0,19,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,,,0
,,Istog,Shkolla 'Avni Rustemi',0605c,02R,1,1,06:40,,1,17,0,0,0,2,1,1,1,1,7,1,1,1,1,36,71,129,196,4,0,32,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,0,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Azem Bejta',2703b,02D,1,1,06:00,,1,12,1,0,0,2,1,1,1,1,7,1,1,1,1,31,81,152,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,0,18,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,05R,1,1,06:25,,2,7,3,0,0,2,1,1,1,1,7,1,1,1,1,71,144,296,417,6,0,29,0,2,2,0,2,0,1,1,2,2,0,0,0,2,19:02,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Istog,Shkolla 'Avni Rustemi',0605c,01R,1,1,06:00,,1,7,1,0,0,0,0,0,0,0,7,1,1,1,1,62,104,191,260,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla Fillore 'Nedakofc',2708b,0,1,1,06:00,,1,8,1,0,0,2,1,1,1,1,7,1,1,1,1,70,136,253,362,3,0,8,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:05,0,2,0,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Rilindja',2714b,02R,1,1,06:00,,2,8,4,0,0,2,1,1,1,1,7,1,1,1,1,104,194,315,446,7,0,42,1,2,2,2,2,2,1,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,0,0,0,,,0
,,Vushtrri,Shkolla Fillore 'Sllatina',2726b,01D,1,1,06:00,,1,21,3,0,0,2,1,1,1,1,7,1,1,1,1,42,94,100,196,3,0,1,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,1,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,,,0
,,Vushtrri,Shkolla 'Liria',2717b,03D,1,1,06:00,,2,8,1,0,0,2,1,1,1,1,7,1,1,1,1,24,86,182,253,0,37,25,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,04R,1,1,06:00,,1,7,4,0,0,2,1,1,1,1,7,1,1,1,1,51,118,229,301,0,0,9,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:08,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Liria',2717b,02R,1,1,06:00,,1,67,7,0,0,2,1,1,1,1,7,1,1,1,1,59,146,255,371,9,0,29,1,2,2,2,2,2,2,2,2,2,0,0,1,1,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,04R,1,1,05:55,,1,0,0,0,0,2,1,1,1,1,7,1,1,1,1,76,181,288,0,0,0,0,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:06,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,03R,1,1,06:00,,1,7,1,0,0,2,1,1,1,1,7,1,1,1,1,59,122,209,290,0,0,10,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,4,0,4,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,08R,1,1,06:29,,2,7,2,0,0,2,1,1,1,1,7,1,1,1,1,50,133,194,297,5,0,6,1,2,2,2,2,2,2,1,2,2,0,0,0,1,19:03,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,,,0
,,Vushtrri,Shkolla  SH.M.U 1',2702b,05R,1,1,06:05,,1,7,2,0,0,2,1,1,1,1,7,1,1,1,1,29,79,123,185,0,0,3,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:00,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,,,0
,,Pejë,Fakulteti i Biznesit 'Haxhi Zeka',1704x,01R,1,1,06:13,,2,7,1,0,0,2,1,1,1,1,7,1,1,1,1,72,133,265,374,0,0,18,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,,,0
,,Vushtrri,Shkolla 'Lutfi Musiqi',2701b,03R,1,1,06:05,,1,1,1,0,0,2,1,1,1,1,7,1,1,1,1,66,133,280,392,0,0,17,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:06,2,0,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,0
,,Pejë,Shkolla Fillore 'Ramiz Sadiku'',1704c,14D,1,1,06:30,,1,7,4,0,0,2,1,1,1,1,7,1,1,1,1,33,93,162,323,1,64,17,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,2,64,64,1,,,0
,,Pejë,Shkolla Fillore 'Ramiz Sadiku'',1704c,13R,1,1,06:30,,1,6,2,0,0,3,1,1,1,1,7,1,1,1,1,58,133,256,371,0,0,32,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,0,1,2,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,2,0,0,0,,,0
